room,timestamp,current_pm25,current_pm10,current_pm1,current_temp,current_humi,current_current,current_speed,current_volt,pm25_after_10m
room1,2025-10-23 04:23:00,93.0,93.0,89.0,24.64,44.1,4.33,0,5.0,107.0
room1,2025-10-23 04:23:00,94.0,94.0,88.0,24.65,44.05,4.55,0,5.0,107.0
room1,2025-10-23 04:23:00,106.0,106.0,67.0,24.65,44.12,4.63,0,5.0,107.0
room1,2025-10-23 04:23:00,96.0,96.0,60.0,24.64,44.06,4.48,0,5.0,107.0
room1,2025-10-23 04:23:00,107.0,107.0,61.0,24.67,44.08,2.04,0,5.0,107.0
room1,2025-10-23 04:23:00,101.0,101.0,59.0,24.64,44.06,1.67,0,5.0,107.0
room1,2025-10-23 04:23:00,101.0,101.0,59.0,24.65,44.06,4.33,0,5.0,107.0
room1,2025-10-23 04:23:00,98.0,98.0,58.0,24.67,44.07,1.52,0,5.0,107.0
room1,2025-10-23 04:23:00,96.0,96.0,60.0,24.65,44.06,1.52,0,5.0,107.0
room1,2025-10-23 04:23:00,97.0,97.0,57.0,24.67,44.01,1.52,0,5.0,107.0
room1,2025-10-23 04:23:00,95.0,95.0,62.0,24.65,44.02,1.89,0,5.0,107.0
room1,2025-10-23 04:23:00,92.0,92.0,64.0,24.64,44.06,1.81,0,5.0,107.0
room1,2025-10-23 04:23:00,91.0,91.0,68.0,24.67,44.02,3.96,0,5.0,107.0
room1,2025-10-23 04:23:00,89.0,89.0,70.0,24.65,44.04,1.89,0,5.0,107.0
room1,2025-10-23 04:23:00,88.0,88.0,80.0,24.67,44.06,4.55,0,5.0,107.0
room1,2025-10-23 04:23:00,91.0,91.0,68.0,24.62,44.05,1.59,0,5.0,107.0
room1,2025-10-23 04:24:00,97.0,97.0,76.0,24.69,44.05,1.52,0,5.0,103.0
room1,2025-10-23 04:24:00,95.0,95.0,88.0,24.68,44.09,4.33,0,5.0,103.0
room1,2025-10-23 04:24:00,98.0,98.0,91.0,24.64,44.07,4.48,0,5.0,103.0
room1,2025-10-23 04:24:00,100.0,100.0,92.0,24.65,44.06,1.3,0,5.0,103.0
room1,2025-10-23 04:24:00,100.0,100.0,92.0,24.67,44.07,1.81,0,5.0,103.0
room1,2025-10-23 04:24:00,99.0,99.0,92.0,24.67,44.06,4.41,0,5.0,103.0
room1,2025-10-23 04:24:00,98.0,98.0,92.0,24.68,44.02,4.04,0,5.0,103.0
room1,2025-10-23 04:24:00,94.0,94.0,73.0,24.71,44.07,1.3,0,5.0,103.0
room1,2025-10-23 04:24:00,101.0,101.0,90.0,24.69,44.07,2.04,0,5.0,103.0
room1,2025-10-23 04:24:00,104.0,104.0,85.0,24.68,44.09,2.04,0,5.0,103.0
room1,2025-10-23 04:24:00,105.0,105.0,79.0,24.68,44.11,1.81,0,5.0,103.0
room1,2025-10-23 04:24:00,95.0,95.0,76.0,24.68,44.07,1.67,0,5.0,103.0
room1,2025-10-23 04:24:00,90.0,90.0,86.0,24.68,44.07,3.81,0,5.0,103.0
room1,2025-10-23 04:24:00,90.0,90.0,85.0,24.64,44.06,4.41,0,5.0,103.0
room1,2025-10-23 04:24:00,100.0,100.0,76.0,24.69,44.11,4.04,0,5.0,103.0
room1,2025-10-23 04:24:00,94.0,94.0,91.0,24.71,44.13,4.55,0,5.0,103.0
room1,2025-10-23 04:24:00,105.0,105.0,92.0,24.72,44.15,4.63,0,5.0,103.0
room1,2025-10-23 04:24:00,95.0,95.0,78.0,24.71,44.1,1.96,0,5.0,103.0
room1,2025-10-23 04:24:00,95.0,95.0,78.0,24.69,44.08,1.74,0,5.0,103.0
room1,2025-10-23 04:24:00,95.0,95.0,81.0,24.69,44.15,2.04,0,5.0,103.0
room1,2025-10-23 04:24:00,95.0,95.0,80.0,24.69,44.13,1.74,0,5.0,103.0
room1,2025-10-23 04:24:00,92.0,92.0,84.0,24.71,44.12,4.7,0,5.0,103.0
room1,2025-10-23 04:24:00,93.0,93.0,87.0,24.71,44.12,1.67,0,5.0,103.0
room1,2025-10-23 04:24:00,92.0,92.0,90.0,24.72,44.13,1.74,0,5.0,103.0
room1,2025-10-23 04:24:00,92.0,92.0,92.0,24.69,44.13,1.67,0,5.0,103.0
room1,2025-10-23 04:24:00,94.0,94.0,93.0,24.69,44.14,1.81,0,5.0,103.0
room1,2025-10-23 04:24:00,94.0,94.0,94.0,24.72,44.11,1.74,0,5.0,103.0
room1,2025-10-23 04:24:00,96.0,96.0,95.0,24.69,44.13,1.74,0,5.0,103.0
room1,2025-10-23 04:24:00,95.0,95.0,76.0,24.71,44.12,4.48,0,5.0,103.0
room1,2025-10-23 04:24:00,92.0,92.0,92.0,24.69,44.12,3.89,0,5.0,103.0
room1,2025-10-23 04:25:00,102.0,102.0,90.0,24.71,44.13,1.89,0,5.0,103.0
room1,2025-10-23 04:25:00,103.0,103.0,87.0,24.71,44.16,1.81,0,5.0,103.0
room1,2025-10-23 04:25:00,103.0,103.0,88.0,24.71,44.16,1.59,0,5.0,103.0
room1,2025-10-23 04:25:00,97.0,97.0,89.0,24.73,44.18,1.37,0,5.0,103.0
room1,2025-10-23 04:25:00,97.0,97.0,89.0,24.75,44.2,4.55,0,5.0,103.0
room1,2025-10-23 04:25:00,102.0,102.0,92.0,24.73,44.2,1.89,0,5.0,103.0
room1,2025-10-23 04:25:00,92.0,92.0,87.0,24.73,44.2,1.3,0,5.0,103.0
room1,2025-10-23 04:25:00,92.0,92.0,86.0,24.73,44.15,1.74,0,5.0,103.0
room1,2025-10-23 04:25:00,91.0,91.0,86.0,24.73,44.24,4.7,0,5.0,103.0
room1,2025-10-23 04:25:00,92.0,92.0,87.0,24.72,44.2,4.26,0,5.0,103.0
room1,2025-10-23 04:25:00,93.0,93.0,87.0,24.73,44.21,4.18,0,5.0,103.0
room1,2025-10-23 04:25:00,105.0,105.0,92.0,24.72,44.16,4.48,0,5.0,103.0
room1,2025-10-23 04:25:00,92.0,92.0,86.0,24.73,44.2,1.67,0,5.0,103.0
room1,2025-10-23 04:25:00,101.0,101.0,93.0,24.73,44.2,4.7,0,5.0,103.0
room1,2025-10-23 04:25:00,92.0,92.0,86.0,24.71,44.21,1.96,0,5.0,103.0
room1,2025-10-23 04:25:00,104.0,104.0,91.0,24.75,44.21,1.81,0,5.0,103.0
room1,2025-10-23 04:25:00,104.0,104.0,94.0,24.73,44.24,4.63,0,5.0,103.0
room1,2025-10-23 04:25:00,97.0,97.0,89.0,24.75,44.24,2.11,0,5.0,103.0
room1,2025-10-23 04:25:00,93.0,93.0,85.0,24.75,44.18,1.89,0,5.0,103.0
room1,2025-10-23 04:25:00,93.0,93.0,87.0,24.75,44.15,1.96,0,5.0,103.0
room1,2025-10-23 04:25:00,94.0,94.0,88.0,24.76,44.2,4.33,0,5.0,103.0
room1,2025-10-23 04:25:00,93.0,93.0,89.0,24.78,44.23,1.81,0,5.0,103.0
room1,2025-10-23 04:25:00,101.0,101.0,87.0,24.76,44.14,4.63,0,5.0,103.0
room1,2025-10-23 04:25:00,93.0,93.0,89.0,24.75,44.19,1.74,0,5.0,103.0
room1,2025-10-23 04:25:00,92.0,92.0,89.0,24.76,44.14,1.89,0,5.0,103.0
room1,2025-10-23 04:25:00,90.0,90.0,90.0,24.76,44.1,4.41,0,5.0,103.0
room1,2025-10-23 04:25:00,98.0,98.0,89.0,24.78,44.16,4.41,0,5.0,103.0
room1,2025-10-23 04:25:00,104.0,104.0,94.0,24.75,44.21,1.37,0,5.0,103.0
room1,2025-10-23 04:25:00,93.0,93.0,89.0,24.73,44.16,1.44,0,5.0,103.0
room1,2025-10-23 04:25:00,92.0,92.0,89.0,24.76,44.14,1.59,0,5.0,103.0
room1,2025-10-23 04:26:00,90.0,90.0,82.0,24.75,44.08,1.3,0,5.0,101.0
room1,2025-10-23 04:26:00,90.0,90.0,84.0,24.76,44.08,1.96,0,5.0,101.0
room1,2025-10-23 04:26:00,103.0,103.0,87.0,24.75,44.17,4.7,0,5.0,101.0
room1,2025-10-23 04:26:00,106.0,106.0,80.0,24.78,44.1,1.22,0,5.0,101.0
room1,2025-10-23 04:26:00,106.0,106.0,79.0,24.75,44.15,1.67,0,5.0,101.0
room1,2025-10-23 04:26:00,97.0,97.0,75.0,24.78,44.13,1.81,0,5.0,101.0
room1,2025-10-23 04:26:00,92.0,92.0,76.0,24.78,44.06,1.89,0,5.0,101.0
room1,2025-10-23 04:26:00,106.0,106.0,79.0,24.75,44.12,4.41,0,5.0,101.0
room1,2025-10-23 04:26:00,94.0,94.0,76.0,24.73,44.08,3.74,0,5.0,101.0
room1,2025-10-23 04:26:00,92.0,92.0,77.0,24.76,44.06,1.89,0,5.0,101.0
room1,2025-10-23 04:26:00,91.0,91.0,79.0,24.75,44.08,1.89,0,5.0,101.0
room1,2025-10-23 04:26:00,91.0,91.0,79.0,24.73,44.06,4.41,0,5.0,101.0
room1,2025-10-23 04:26:00,89.0,89.0,87.0,24.76,44.08,2.18,0,5.0,101.0
room1,2025-10-23 04:26:00,95.0,95.0,74.0,24.75,44.12,1.74,0,5.0,101.0
room1,2025-10-23 04:26:00,94.0,94.0,76.0,24.76,44.11,1.89,0,5.0,101.0
room1,2025-10-23 04:26:00,90.0,90.0,88.0,24.78,44.08,1.52,0,5.0,101.0
room1,2025-10-23 04:26:00,89.0,89.0,87.0,24.76,44.07,1.81,0,5.0,101.0
room1,2025-10-23 04:26:00,87.0,87.0,87.0,24.73,44.09,1.67,0,5.0,101.0
room1,2025-10-23 04:26:00,88.0,88.0,86.0,24.76,44.09,4.33,0,5.0,101.0
room1,2025-10-23 04:26:00,87.0,87.0,87.0,24.76,44.11,1.81,0,5.0,101.0
room1,2025-10-23 04:26:00,87.0,87.0,86.0,24.76,44.13,1.74,0,5.0,101.0
room1,2025-10-23 04:26:00,86.0,86.0,85.0,24.75,44.07,3.74,0,5.0,101.0
room1,2025-10-23 04:26:00,86.0,86.0,86.0,24.76,44.09,1.96,0,5.0,101.0
room1,2025-10-23 04:26:00,86.0,86.0,85.0,24.76,44.1,1.89,0,5.0,101.0
room1,2025-10-23 04:26:00,86.0,87.0,86.0,24.76,44.09,1.52,0,5.0,101.0
room1,2025-10-23 04:26:00,87.0,88.0,87.0,24.72,44.1,4.48,0,5.0,101.0
room1,2025-10-23 04:26:00,88.0,88.0,87.0,24.75,44.1,1.89,0,5.0,101.0
room1,2025-10-23 04:26:00,89.0,89.0,88.0,24.73,44.08,1.81,0,5.0,101.0
room1,2025-10-23 04:26:00,89.0,89.0,88.0,24.78,44.1,4.85,0,5.0,101.0
room1,2025-10-23 04:26:00,87.0,87.0,86.0,24.73,44.08,1.74,0,5.0,101.0
room1,2025-10-23 04:27:00,92.0,92.0,87.0,24.75,44.09,4.63,0,5.0,105.0
room1,2025-10-23 04:27:00,90.0,90.0,88.0,24.73,44.08,3.89,0,5.0,105.0
room1,2025-10-23 04:27:00,89.0,89.0,88.0,24.76,44.08,1.81,0,5.0,105.0
room1,2025-10-23 04:27:00,93.0,93.0,80.0,24.73,44.09,4.11,0,5.0,105.0
room1,2025-10-23 04:27:00,101.0,101.0,82.0,24.76,44.13,4.78,0,5.0,105.0
room1,2025-10-23 04:27:00,107.0,107.0,68.0,24.73,44.13,1.96,0,5.0,105.0
room1,2025-10-23 04:27:00,90.0,90.0,88.0,24.73,44.1,1.52,0,5.0,105.0
room1,2025-10-23 04:27:00,106.0,106.0,61.0,24.76,44.06,4.48,0,5.0,105.0
room1,2025-10-23 04:27:00,107.0,107.0,54.0,24.75,44.11,2.18,0,5.0,105.0
room1,2025-10-23 04:27:00,99.0,99.0,50.0,24.78,44.06,2.04,0,5.0,105.0
room1,2025-10-23 04:27:00,97.0,97.0,50.0,24.76,44.07,2.26,0,5.0,105.0
room1,2025-10-23 04:27:00,104.0,104.0,78.0,24.73,44.08,4.63,0,5.0,105.0
room1,2025-10-23 04:27:00,105.0,105.0,66.0,24.76,44.14,1.89,0,5.0,105.0
room1,2025-10-23 04:27:00,97.0,97.0,50.0,24.79,44.06,5.0,0,5.0,105.0
room1,2025-10-23 04:27:00,90.0,90.0,88.0,24.75,44.08,1.74,0,5.0,105.0
room1,2025-10-23 04:27:00,93.0,93.0,64.0,24.78,44.02,4.48,0,5.0,105.0
room1,2025-10-23 04:27:00,97.0,97.0,47.0,24.78,44.11,1.89,0,5.0,105.0
room1,2025-10-23 04:27:00,98.0,98.0,58.0,24.78,44.07,4.18,0,5.0,105.0
room1,2025-10-23 04:27:00,95.0,95.0,62.0,24.78,44.03,1.52,0,5.0,105.0
room1,2025-10-23 04:27:00,95.0,95.0,63.0,24.78,44.05,2.04,0,5.0,105.0
room1,2025-10-23 04:27:00,92.0,92.0,79.0,24.76,44.07,1.59,0,5.0,105.0
room1,2025-10-23 04:27:00,98.0,98.0,58.0,24.75,44.05,1.81,0,5.0,105.0
room1,2025-10-23 04:27:00,93.0,93.0,64.0,24.79,44.03,2.04,0,5.0,105.0
room1,2025-10-23 04:27:00,103.0,103.0,90.0,24.75,44.02,4.41,0,5.0,105.0
room1,2025-10-23 04:27:00,104.0,104.0,87.0,24.76,44.05,4.48,0,5.0,105.0
room1,2025-10-23 04:27:00,96.0,96.0,81.0,24.78,44.01,4.41,0,5.0,105.0
room1,2025-10-23 04:27:00,96.0,96.0,79.0,24.78,44.0,1.52,0,5.0,105.0
room1,2025-10-23 04:27:00,96.0,96.0,93.0,24.78,44.05,1.74,0,5.0,105.0
room1,2025-10-23 04:27:00,98.0,98.0,50.0,24.76,44.1,1.81,0,5.0,105.0
room1,2025-10-23 04:27:00,99.0,99.0,93.0,24.79,44.02,4.18,0,5.0,105.0
room1,2025-10-23 04:28:00,90.0,90.0,88.0,24.82,43.94,4.26,0,5.0,104.0
room1,2025-10-23 04:28:00,87.0,88.0,85.0,24.82,43.87,4.63,0,5.0,104.0
room1,2025-10-23 04:28:00,98.0,98.0,95.0,24.8,43.88,4.33,0,5.0,104.0
room1,2025-10-23 04:28:00,98.0,98.0,96.0,24.82,43.85,1.96,0,5.0,104.0
room1,2025-10-23 04:28:00,95.0,95.0,92.0,24.8,43.92,1.37,0,5.0,104.0
room1,2025-10-23 04:28:00,90.0,90.0,88.0,24.82,43.97,3.81,0,5.0,104.0
room1,2025-10-23 04:28:00,98.0,98.0,95.0,24.83,43.89,4.11,0,5.0,104.0
room1,2025-10-23 04:28:00,81.0,85.0,76.0,24.8,44.0,4.11,0,5.0,104.0
room1,2025-10-23 04:28:00,82.0,85.0,76.0,24.8,43.99,1.89,0,5.0,104.0
room1,2025-10-23 04:28:00,85.0,87.0,79.0,24.79,43.95,1.89,0,5.0,104.0
room1,2025-10-23 04:28:00,87.0,88.0,75.0,24.8,44.01,1.44,0,5.0,104.0
room1,2025-10-23 04:28:00,99.0,99.0,82.0,24.79,44.01,1.0,0,5.0,104.0
room1,2025-10-23 04:28:00,85.0,87.0,84.0,24.82,43.92,2.04,0,5.0,104.0
room1,2025-10-23 04:28:00,93.0,94.0,91.0,24.82,43.87,4.33,0,5.0,104.0
room1,2025-10-23 04:28:00,81.0,85.0,79.0,24.8,43.99,4.41,0,5.0,104.0
room1,2025-10-23 04:28:00,86.0,87.0,85.0,24.82,43.76,3.96,0,5.0,104.0
room1,2025-10-23 04:28:00,88.0,88.0,84.0,24.85,43.84,4.48,0,5.0,104.0
room1,2025-10-23 04:28:00,86.0,86.0,82.0,24.83,43.82,1.3,0,5.0,104.0
room1,2025-10-23 04:28:00,100.0,100.0,93.0,24.82,43.85,1.96,0,5.0,104.0
room1,2025-10-23 04:28:00,88.0,89.0,88.0,24.83,43.81,1.96,0,5.0,104.0
room1,2025-10-23 04:28:00,88.0,88.0,84.0,24.83,43.8,4.26,0,5.0,104.0
room1,2025-10-23 04:28:00,91.0,91.0,86.0,24.82,43.8,1.96,0,5.0,104.0
room1,2025-10-23 04:28:00,88.0,88.0,83.0,24.83,43.82,1.89,0,5.0,104.0
room1,2025-10-23 04:28:00,92.0,95.0,90.0,24.82,43.88,1.96,0,5.0,104.0
room1,2025-10-23 04:28:00,98.0,98.0,95.0,24.82,43.92,1.81,0,5.0,104.0
room1,2025-10-23 04:28:00,89.0,89.0,84.0,24.82,43.78,1.96,0,5.0,104.0
room1,2025-10-23 04:28:00,89.0,89.0,84.0,24.83,43.86,1.15,0,5.0,104.0
room1,2025-10-23 04:28:00,91.0,91.0,84.0,24.82,43.91,4.11,0,5.0,104.0
room1,2025-10-23 04:28:00,98.0,98.0,91.0,24.86,43.85,1.22,0,5.0,104.0
room1,2025-10-23 04:28:00,88.0,88.0,84.0,24.82,43.77,1.74,0,5.0,104.0
room1,2025-10-23 04:29:00,99.0,99.0,93.0,24.8,43.75,4.55,0,5.0,95.0
room1,2025-10-23 04:29:00,99.0,99.0,93.0,24.88,43.82,1.59,0,5.0,95.0
room1,2025-10-23 04:29:00,98.0,98.0,96.0,24.86,43.79,1.3,0,5.0,95.0
room1,2025-10-23 04:29:00,93.0,93.0,88.0,24.85,43.75,1.89,0,5.0,95.0
room1,2025-10-23 04:29:00,97.0,97.0,94.0,24.83,43.8,4.55,0,5.0,95.0
room1,2025-10-23 04:29:00,97.0,97.0,96.0,24.85,43.77,1.89,0,5.0,95.0
room1,2025-10-23 04:29:00,90.0,90.0,84.0,24.82,43.75,1.96,0,5.0,95.0
room1,2025-10-23 04:29:00,88.0,88.0,84.0,24.83,43.72,4.48,0,5.0,95.0
room1,2025-10-23 04:29:00,93.0,95.0,92.0,24.85,43.75,1.22,0,5.0,95.0
room1,2025-10-23 04:29:00,95.0,95.0,91.0,24.85,43.74,4.48,0,5.0,95.0
room1,2025-10-23 04:29:00,97.0,97.0,92.0,24.85,43.74,4.7,0,5.0,95.0
room1,2025-10-23 04:29:00,92.0,93.0,87.0,24.86,43.78,1.89,0,5.0,95.0
room1,2025-10-23 04:29:00,89.0,89.0,83.0,24.86,43.74,4.48,0,5.0,95.0
room1,2025-10-23 04:29:00,97.0,97.0,91.0,24.83,43.75,1.81,0,5.0,95.0
room1,2025-10-23 04:29:00,97.0,97.0,92.0,24.85,43.69,1.15,0,5.0,95.0
room1,2025-10-23 04:29:00,87.0,89.0,82.0,24.86,43.74,1.3,0,5.0,95.0
room1,2025-10-23 04:29:00,94.0,94.0,80.0,24.88,43.72,1.07,0,5.0,95.0
room1,2025-10-23 04:29:00,99.0,99.0,84.0,24.86,43.74,4.41,0,5.0,95.0
room1,2025-10-23 04:29:00,92.0,94.0,86.0,24.86,43.75,4.33,0,5.0,95.0
room1,2025-10-23 04:29:00,95.0,95.0,79.0,24.86,43.75,1.3,0,5.0,95.0
room1,2025-10-23 04:29:00,94.0,95.0,86.0,24.86,43.74,4.41,0,5.0,95.0
room1,2025-10-23 04:29:00,95.0,95.0,78.0,24.89,43.74,1.22,0,5.0,95.0
room1,2025-10-23 04:29:00,100.0,100.0,83.0,24.86,43.71,1.67,0,5.0,95.0
room1,2025-10-23 04:29:00,93.0,93.0,78.0,24.86,43.68,4.41,0,5.0,95.0
room1,2025-10-23 04:29:00,95.0,95.0,82.0,24.88,43.68,4.11,0,5.0,95.0
room1,2025-10-23 04:29:00,98.0,98.0,84.0,24.86,43.71,1.74,0,5.0,95.0
room1,2025-10-23 04:29:00,102.0,102.0,97.0,24.86,43.66,1.81,0,5.0,95.0
room1,2025-10-23 04:29:00,95.0,95.0,90.0,24.89,43.77,4.04,0,5.0,95.0
room1,2025-10-23 04:29:00,94.0,94.0,77.0,24.88,43.71,1.59,0,5.0,95.0
room1,2025-10-23 04:29:00,101.0,101.0,95.0,24.88,43.67,1.67,0,5.0,95.0
room1,2025-10-23 04:30:00,84.0,86.0,83.0,24.86,43.57,4.33,0,5.0,105.0
room1,2025-10-23 04:30:00,98.0,98.0,92.0,24.85,43.67,4.33,0,5.0,105.0
room1,2025-10-23 04:30:00,96.0,96.0,93.0,24.88,43.64,3.74,0,5.0,105.0
room1,2025-10-23 04:30:00,95.0,96.0,93.0,24.89,43.62,1.15,0,5.0,105.0
room1,2025-10-23 04:30:00,84.0,87.0,83.0,24.86,43.58,1.81,0,5.0,105.0
room1,2025-10-23 04:30:00,87.0,88.0,85.0,24.88,43.62,1.74,0,5.0,105.0
room1,2025-10-23 04:30:00,82.0,85.0,81.0,24.88,43.57,1.44,0,5.0,105.0
room1,2025-10-23 04:30:00,78.0,82.0,77.0,24.88,43.58,1.81,0,5.0,105.0
room1,2025-10-23 04:30:00,77.0,81.0,77.0,24.88,43.63,1.52,0,5.0,105.0
room1,2025-10-23 04:30:00,75.0,81.0,75.0,24.86,43.62,1.52,0,5.0,105.0
room1,2025-10-23 04:30:00,77.0,81.0,76.0,24.89,43.62,4.63,0,5.0,105.0
room1,2025-10-23 04:30:00,90.0,92.0,86.0,24.88,43.62,2.04,0,5.0,105.0
room1,2025-10-23 04:30:00,81.0,84.0,80.0,24.89,43.55,1.59,0,5.0,105.0
room1,2025-10-23 04:30:00,77.0,82.0,76.0,24.86,43.58,4.41,0,5.0,105.0
room1,2025-10-23 04:30:00,78.0,83.0,77.0,24.89,43.57,4.33,0,5.0,105.0
room1,2025-10-23 04:30:00,97.0,97.0,92.0,24.88,43.62,1.07,0,5.0,105.0
room1,2025-10-23 04:30:00,90.0,90.0,81.0,24.89,43.58,4.63,0,5.0,105.0
room1,2025-10-23 04:30:00,91.0,91.0,80.0,24.89,43.64,4.7,0,5.0,105.0
room1,2025-10-23 04:30:00,102.0,102.0,92.0,24.88,43.64,4.55,0,5.0,105.0
room1,2025-10-23 04:30:00,102.0,102.0,89.0,24.85,43.69,1.81,0,5.0,105.0
room1,2025-10-23 04:30:00,92.0,92.0,81.0,24.88,43.64,2.04,0,5.0,105.0
room1,2025-10-23 04:30:00,90.0,90.0,80.0,24.88,43.63,1.37,0,5.0,105.0
room1,2025-10-23 04:30:00,93.0,93.0,82.0,24.88,43.61,1.89,0,5.0,105.0
room1,2025-10-23 04:30:00,90.0,90.0,81.0,24.88,43.61,1.74,0,5.0,105.0
room1,2025-10-23 04:30:00,92.0,92.0,80.0,24.88,43.64,1.74,0,5.0,105.0
room1,2025-10-23 04:30:00,94.0,94.0,76.0,24.89,43.61,2.18,0,5.0,105.0
room1,2025-10-23 04:30:00,96.0,96.0,67.0,24.89,43.62,2.11,0,5.0,105.0
room1,2025-10-23 04:30:00,102.0,102.0,96.0,24.86,43.68,4.55,0,5.0,105.0
room1,2025-10-23 04:30:00,89.0,89.0,80.0,24.89,43.61,1.96,0,5.0,105.0
room1,2025-10-23 04:30:00,96.0,96.0,67.0,24.9,43.56,4.63,0,5.0,105.0
room1,2025-10-23 04:31:00,100.0,100.0,62.0,24.86,43.62,4.55,0,5.0,100.0
room1,2025-10-23 04:31:00,96.0,96.0,67.0,24.89,43.64,1.59,0,5.0,100.0
room1,2025-10-23 04:31:00,96.0,96.0,71.0,24.86,43.6,1.89,0,5.0,100.0
room1,2025-10-23 04:31:00,98.0,98.0,70.0,24.86,43.61,1.89,0,5.0,100.0
room1,2025-10-23 04:31:00,105.0,105.0,64.0,24.85,43.67,1.22,0,5.0,100.0
room1,2025-10-23 04:31:00,101.0,101.0,58.0,24.88,43.59,2.26,0,5.0,100.0
room1,2025-10-23 04:31:00,104.0,104.0,60.0,24.86,43.62,2.04,0,5.0,100.0
room1,2025-10-23 04:31:00,105.0,105.0,60.0,24.86,43.62,2.04,0,5.0,100.0
room1,2025-10-23 04:31:00,106.0,106.0,60.0,24.88,43.62,4.63,0,5.0,100.0
room1,2025-10-23 04:31:00,106.0,106.0,60.0,24.85,43.62,1.74,0,5.0,100.0
room1,2025-10-23 04:31:00,106.0,106.0,66.0,24.86,43.6,2.04,0,5.0,100.0
room1,2025-10-23 04:31:00,106.0,106.0,66.0,24.86,43.63,4.48,0,5.0,100.0
room1,2025-10-23 04:31:00,105.0,105.0,63.0,24.86,43.65,1.67,0,5.0,100.0
room1,2025-10-23 04:31:00,98.0,98.0,71.0,24.88,43.6,1.44,0,5.0,100.0
room1,2025-10-23 04:31:00,106.0,106.0,64.0,24.86,43.6,2.11,0,5.0,100.0
room1,2025-10-23 04:31:00,103.0,103.0,86.0,24.85,43.79,1.96,0,5.0,100.0
room1,2025-10-23 04:31:00,104.0,104.0,70.0,24.86,43.76,1.81,0,5.0,100.0
room1,2025-10-23 04:31:00,105.0,105.0,68.0,24.85,43.78,1.59,0,5.0,100.0
room1,2025-10-23 04:31:00,105.0,105.0,70.0,24.88,43.71,1.96,0,5.0,100.0
room1,2025-10-23 04:31:00,106.0,106.0,71.0,24.85,43.7,1.89,0,5.0,100.0
room1,2025-10-23 04:31:00,105.0,105.0,65.0,24.86,43.73,1.67,0,5.0,100.0
room1,2025-10-23 04:31:00,105.0,105.0,69.0,24.85,43.79,1.89,0,5.0,100.0
room1,2025-10-23 04:31:00,104.0,104.0,70.0,24.85,43.75,1.81,0,5.0,100.0
room1,2025-10-23 04:31:00,106.0,106.0,69.0,24.83,43.74,1.67,0,5.0,100.0
room1,2025-10-23 04:31:00,103.0,103.0,79.0,24.88,43.72,1.37,0,5.0,100.0
room1,2025-10-23 04:31:00,103.0,103.0,79.0,24.88,43.77,4.78,0,5.0,100.0
room1,2025-10-23 04:31:00,103.0,103.0,86.0,24.83,43.75,1.22,0,5.0,100.0
room1,2025-10-23 04:31:00,102.0,102.0,86.0,24.85,43.79,2.04,0,5.0,100.0
room1,2025-10-23 04:31:00,105.0,105.0,65.0,24.83,43.68,4.85,0,5.0,100.0
room1,2025-10-23 04:31:00,102.0,102.0,87.0,24.82,43.74,4.7,0,5.0,100.0
room1,2025-10-23 04:32:00,99.0,99.0,96.0,24.86,43.78,1.81,0,5.0,107.0
room1,2025-10-23 04:32:00,98.0,98.0,92.0,24.85,43.79,1.67,0,5.0,107.0
room1,2025-10-23 04:32:00,98.0,98.0,96.0,24.85,43.76,4.11,0,5.0,107.0
room1,2025-10-23 04:32:00,103.0,103.0,59.0,24.83,43.75,2.18,0,5.0,107.0
room1,2025-10-23 04:32:00,98.0,98.0,96.0,24.85,43.77,1.52,0,5.0,107.0
room1,2025-10-23 04:32:00,101.0,101.0,89.0,24.85,43.75,2.11,0,5.0,107.0
room1,2025-10-23 04:32:00,100.0,100.0,86.0,24.83,43.79,2.04,0,5.0,107.0
room1,2025-10-23 04:32:00,103.0,103.0,78.0,24.83,43.8,2.26,0,5.0,107.0
room1,2025-10-23 04:32:00,102.0,102.0,74.0,24.85,43.81,2.11,0,5.0,107.0
room1,2025-10-23 04:32:00,101.0,101.0,73.0,24.85,43.8,1.89,0,5.0,107.0
room1,2025-10-23 04:32:00,103.0,103.0,66.0,24.86,43.79,2.04,0,5.0,107.0
room1,2025-10-23 04:32:00,100.0,100.0,93.0,24.85,43.77,1.89,0,5.0,107.0
room1,2025-10-23 04:32:00,100.0,100.0,86.0,24.83,43.75,5.22,0,5.0,107.0
room1,2025-10-23 04:32:00,103.0,103.0,62.0,24.83,43.77,1.96,0,5.0,107.0
room1,2025-10-23 04:32:00,102.0,102.0,75.0,24.82,43.78,1.74,0,5.0,107.0
room1,2025-10-23 04:32:00,104.0,104.0,57.0,24.82,43.75,2.26,0,5.0,107.0
room1,2025-10-23 04:32:00,106.0,106.0,61.0,24.82,43.81,2.04,0,5.0,107.0
room1,2025-10-23 04:32:00,106.0,106.0,55.0,24.82,43.8,1.74,0,5.0,107.0
room1,2025-10-23 04:32:00,107.0,107.0,58.0,24.85,43.83,1.81,0,5.0,107.0
room1,2025-10-23 04:32:00,105.0,105.0,64.0,24.82,43.82,1.52,0,5.0,107.0
room1,2025-10-23 04:32:00,106.0,106.0,58.0,24.83,43.86,4.85,0,5.0,107.0
room1,2025-10-23 04:32:00,106.0,106.0,62.0,24.83,43.79,1.89,0,5.0,107.0
